Restaurant ID,Restaurant Name,City,country name,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
428,Sagar Ratna,Noida,India,"C-134/B, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364833,28.597103,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,155
429,Mezbaan's,Gurgaon,India,"SCO 20, Housing Board Shopping Complex, Saraswati Vihar, Near Union Bank, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.082393,28.475778,indian,600,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,61
437,Saleem's Restaurant,New Delhi,India,"39, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23827,28.57777,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,53
439,Saleem's Takeaway,Noida,India,"D 68/K1, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.334786,28.575916,indian,600,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,44
443,The Tandoor,New Delhi,India,"G-15, D-1, Aashirwaad Complex, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.205171,28.557004,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,121
447,Rasoi E Punjab,Noida,India,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.340449,28.585474,indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,32
450,Swagath,Noida,India,"J-57, Near Centrestage Mall, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.323735,28.568424,indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,415
451,Swagath,New Delhi,India,"14, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230142,28.573545,indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,749
452,Swagath,New Delhi,India,"C-8, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.211617,28.536406,indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,168
457,Kamboj's,Noida,India,"AVCC Club, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.340277,28.566141,indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.8,Orange,Average,239
461,Karim's,Noida,India,"G-40, Mughal Palace, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.323658,28.569265,indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,446
462,Karim's,New Delhi,India,"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,"Nizamuddin, New Delhi",77.243651,28.591268,indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,360
463,Karim's,New Delhi,India,"16, Gali Kababian, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.23363,28.649393,indian,800,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,4689
468,Karim's,New Delhi,India,"1-2/5, Sagar Complex, New Rajdhani Enclave, Vikas Marg, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.296464,28.64272,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,84
472,Evergreen Sweet House,New Delhi,India,"S-29 & 30, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.202643,28.55621,FAST FOOD,450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,1198
473,Madras Cafe,New Delhi,India,"S-26, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.202341,28.5566,indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,191
474,Moti Mahal Delux Tandoori Trail,New Delhi,India,"1st Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.286111,28.637036,indian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.2,Red,Poor,79
476,Moti Mahal Delux,New Delhi,India,"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.134156,28.671035,indian,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,70
481,Moti Mahal,New Delhi,India,"3703, Netaji Subhash Marg, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.240201,28.646194,indian,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,711
482,Moti Mahal Delux,New Delhi,India,"F-15, District Center, Janak Place, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.082047,28.630026,indian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,105
483,Moti Mahal Delux- Legendary Culinary,New Delhi,India,"E-31/32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.219543,28.568234,indian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,177
486,Crazy Noodles,Noida,India,"3rd Floor, The Great India Place, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.326475,28.567888,Chinese,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,507
490,Desi Vibes,Noida,India,"G-50, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.324256,28.569492,indian,1400,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,2019
491,Bikanervala,New Delhi,India,"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.239033,28.571075,FAST FOOD,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,269
492,Bikanervala,New Delhi,India,"1, ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.152022,28.691296,FAST FOOD,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,89
495,Bikanervala,New Delhi,India,"28, NWA Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.121561,28.666604,FAST FOOD,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,129
496,Bikanervala,Gurgaon,India,"Plot 3-5, Near Leisure Valley Park, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.063597,28.468681,FAST FOOD,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,966
497,Bikanervala,New Delhi,India,"A-2/43, 1st Floor, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12274,28.648536,FAST FOOD,550,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,334
501,Barista,Noida,India,"EXL Tower, 5, A-94/4, 5, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.357619,28.60459,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,7
506,Barista,New Delhi,India,"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.219232,28.528437,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,99
510,Barista,Noida,India,"A 48, EXL Tower 3, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.358741,28.604866,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5
511,Barista,New Delhi,India,"18/36, Ground Floor, Main Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.173108,28.645559,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,44
514,Barista,Gurgaon,India,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.080071,28.480999,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,39
523,Barista,Noida,India,"Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364833,28.597103,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,23
525,Barista,New Delhi,India,"15, Gyandeep, Main Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230142,28.573545,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,73
528,Barista,New Delhi,India,"C-17, SDA Market, SDA, New Delhi",SDA,"SDA, New Delhi",77.196622,28.546508,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,104
533,Barista,New Delhi,India,"G-2/A, Janak Place District Centre, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.081247,28.630874,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,74
535,Barista,New Delhi,India,"55, Community Center, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16408,28.557053,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,47
550,Haldiram's,Noida,India,"108-109, Ground Floor, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.341214,28.586141,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,301
552,Haldiram's,New Delhi,India,"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.231669,28.656311,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,444
553,Haldiram's,New Delhi,India,"45, Ring Road, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.238405,28.565099,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,472
554,Haldiram's,Gurgaon,India,"Ground Floor, Sahara Mall, MG Road, Gurgaon","Sahara Mall, MG Road","Sahara Mall, MG Road, Gurgaon",77.086889,28.479796,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,315
556,Kent's Fast Food,New Delhi,India,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230232,28.573643,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,766
558,Kents Fast Food,New Delhi,India,"15/5, Community Centre, Phase 1, Industrial Area, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.138183,28.632703,FAST FOOD,900,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,12
566,Hong Kong Express,New Delhi,India,"127, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238764,28.578399,Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,196
570,Moets Shack,New Delhi,India,"50, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573212,"Seafood, Continental, European",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,601
572,Madhuban,New Delhi,India,"18-19, PVR Anupam Complex, Community Center",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.207001,28.522917,indian,850,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average,151
573,4S Chinese Restaurant,New Delhi,India,"A-26, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573123,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,215
575,Deez Biryani & Kebabs,Gurgaon,India,"S-27/17, Nathupura, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.103659,28.487816,indian,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,371
576,Deez Biryani & Kebabs,New Delhi,India,"91-93, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238674,28.577853,indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,338
580,Chawnsan Chef,New Delhi,India,"108 & 126, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238854,28.578049,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,104
582,Govardhan,New Delhi,India,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.196924,28.535523,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,238
584,Nathu's Sweets,New Delhi,India,"F-17, Vijay Block, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.283502,28.634547,FAST FOOD,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,121
586,Nathu's Sweets,New Delhi,India,"2, Main Market, Sunder Nagar, New Delhi",Sunder Nagar,"Sunder Nagar, New Delhi",77.240909,28.60252,FAST FOOD,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,173
588,Nathu's Sweets,New Delhi,India,"23-25, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.232116,28.629714,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,421
591,Nathu's Sweets,Noida,India,"G-63, Mansarover Shopping Complex, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.324283,28.568899,FAST FOOD,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,211
594,Cafe Coffee Day,Noida,India,"G-54, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32398,28.569665,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,125
596,Cafe Coffee Day,New Delhi,India,"4, Rajiv Chowk, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.219813,28.632961,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,277
598,Cafe Coffee Day,Gurgaon,India,"SCO-24, Main Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.050457,28.453236,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,23
601,Cafe Coffee Day,New Delhi,India,"E-12, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,"Greater Kailash (GK) 3, New Delhi",77.236,28.536981,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,33
602,Cafe Coffee Day - The Lounge,New Delhi,India,"14, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.269034,28.562628,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,42
606,Cafe Coffee Day,Gurgaon,India,"SCO 10, Vishal Mega Mart, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.046327,28.477505,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,34
609,Cafe Coffee Day,New Delhi,India,"13, South Campus, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.168827,28.58844,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,78
611,Cafe Coffee Day,Gurgaon,India,"IBP Petrol Pump, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.091585,28.49035,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26
613,Cafe Coffee Day,New Delhi,India,"Delhi Gymkhana Club, Golf Links, Race Course Road, Race Course, New Delhi",Race Course,"Race Course, New Delhi",77.205892,28.599082,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,9
619,Cafe Coffee Day - The Lounge,New Delhi,India,"Peary Lal and Sons, 42, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.220289,28.626429,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,81
628,Cafe Coffee Day,New Delhi,India,"B6/6, Commercial Complex, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.196007,28.558909,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,28
631,Cafe Coffee Day,Gurgaon,India,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.093595,28.475489,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,27
637,Cafe Coffee Day,New Delhi,India,"101-104, Ist Floor, Dinar Bhavan, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.250798,28.549693,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,38
640,Cafe Coffee Day,New Delhi,India,"9, UB, Jawahar Nagar, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207248,28.681751,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,82
641,Cafe Coffee Day,New Delhi,India,"Ground Floor, Community Centre, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.136797,28.62871,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,23
650,Cafe Coffee Day,New Delhi,India,"22, New Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.213329,28.537973,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,52
651,Cafe Coffee Day - The Lounge,New Delhi,India,"M-37, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.236519,28.54977,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,70
652,Cafe Coffee Day - The Lounge,New Delhi,India,"E-29, Main Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.207687,28.551084,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,76
658,Cafe Coffee Day,New Delhi,India,"Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.226537,28.584943,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.3,Red,Poor,52
673,Wimpy,New Delhi,India,"31, Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.203923,28.55224,FAST FOOD,350,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,220
677,Chinese Hut,New Delhi,India,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22125,28.56759,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,87
678,MB's,New Delhi,India,"37, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230232,28.573554,indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,128
680,Comesum,New Delhi,India,"Railway Station, Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,"Nizamuddin, New Delhi",77.253043,28.589616,FAST FOOD,350,Indian Rupees(Rs.),No,No,No,No,1,2.2,Red,Poor,251
681,Comesum,New Delhi,India,"Old Delhi Railway Station, Mori Gate, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.228021,28.66068,indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,49
693,Baskin Robbins,New Delhi,India,"E 184, New, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.179356,28.638768,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,32
702,Baskin Robbins,New Delhi,India,"C-8, Hotel Solo Victoria, Main Road, Near M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.236833,28.548411,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,56
703,August Moon,New Delhi,India,"11, JMD Kohinoor Mall, Masjid Moth, Greater Kailash (GK) 2, New Delhi","JMD Kohinoor Mall, Greater Kailash","JMD Kohinoor Mall, Greater Kailash, New Delhi",77.238584,28.536698,Chinese,1250,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.8,Orange,Average,142
705,Baskin Robbins,New Delhi,India,"A-1, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.229962,28.574066,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,55
709,Baskin Robbins,New Delhi,India,"67, Community Centre Market, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268352,28.562072,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,38
718,Americana Kitchen and Bar,Noida,India,"Ist Floor, 1-6, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.322828,28.568343,american,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.4,Red,Poor,221
730,Moets Curry Leaf,New Delhi,India,"50, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573212,indian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,208
731,The Kathis,New Delhi,India,"GF-5, Community Centre, PVR Anupam Complex, Saket, New Delhi",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.207057,28.523478,FAST FOOD,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,109
732,The Kathis,New Delhi,India,"M-29, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.236249,28.549386,FAST FOOD,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,67
736,Tibb's Frankie,New Delhi,India,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.229873,28.573968,FAST FOOD,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,28
743,Daitchi,New Delhi,India,"E-19-A, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.219992,28.568008,Chinese,1100,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,273
756,Duggal's Rasoi,New Delhi,India,"125, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238495,28.578015,indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,35
758,Arabian Nites,New Delhi,India,"59, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.164212,28.557314,Lebanese,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,239
760,Moets Stone,New Delhi,India,"50, Moets Restaurant Complex, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573212,italian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,354
763,Aka Saka,New Delhi,India,"28, Main Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573033,Chinese,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,176
769,Adyar Ananda Bhavan,New Delhi,India,"S-18, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.202532,28.557235,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,368
771,Krips Restaurant,New Delhi,India,"59, Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.163888,28.5572,indian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,193
773,Slice of Italy,New Delhi,India,"118, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.21595,28.549516,italian,700,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.6,Orange,Average,274
